code_PAM250_GO_-6_GE_-0.5,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-6_GE_-0.5,sp_norm_PAM250_GO_-6_GE_-0.5
'MAFFT_b0#0051_htT_tree_0_OP_1.9201310643830272_Split_51.fasta', 32927.0, 0.059, 27996, 0.05, 5300, 0.009, 100075, 0.179, 169275.0, 0.303, -3483, -0.006, 83954.5, 0.15
'MAFFT_b0#0051_htT_tree_57_OP_1.8145645468714477_Split_51.fasta', 32125.0, 0.067, 28650, 0.06, 5418, 0.011, 100371, 0.208, 165153.0, 0.343, -3230, -0.007, 79229.5, 0.165
'MAFFT_b0#0051_thH_tree_57_OP_1.8145645468714477_Split_51.fasta', 32246.0, 0.067, 28495, 0.059, 5198, 0.011, 100439, 0.208, 165481.0, 0.343, -3219, -0.007, 80854.5, 0.168
'MAFFT_b0#0051_thH_tree_93_OP_2.2336854992597184_Split_51.fasta', 32839.0, 0.069, 27379, 0.058, 5124, 0.011, 101485, 0.214, 168761.0, 0.356, -3665, -0.008, 83609.5, 0.176
'MAFFT_b0#0051_thT_tree_0_OP_1.9201310643830272_Split_51.fasta', 32674.0, 0.062, 28607, 0.054, 5758, 0.011, 99359, 0.189, 168129.0, 0.319, -3712, -0.007, 80189.5, 0.152
'MAFFT_b0#0051_thT_tree_47_OP_1.2558167082838578_Split_51.fasta', 31405.0, 0.063, 26864, 0.054, 6393, 0.013, 105383, 0.211, 161908.0, 0.324, -1284, -0.003, 69574.5, 0.139
'MAFFT_b0#0051_ttH_tree_47_OP_1.2558167082838578_Split_51.fasta', 31228.0, 0.062, 27282, 0.054, 6293, 0.012, 104901, 0.207, 160495.0, 0.317, -749, -0.001, 69537.5, 0.137
'MAFFT_b0#0051_ttH_tree_93_OP_2.2336854992597184_Split_51.fasta', 32712.0, 0.069, 27342, 0.058, 5220, 0.011, 101813, 0.215, 168149.0, 0.355, -3405, -0.007, 82517.5, 0.174
'MAFFT_b0#0051_ttT_tree_0_OP_1.9201310643830272_Split_51.fasta', 32927.0, 0.059, 27996, 0.05, 5300, 0.009, 100075, 0.179, 169275.0, 0.303, -3483, -0.006, 83954.5, 0.15
'MAFFT_b0#0051_ttT_tree_47_OP_1.2558167082838578_Split_51.fasta', 31228.0, 0.062, 27282, 0.054, 6293, 0.012, 104901, 0.207, 160495.0, 0.317, -749, -0.001, 69537.5, 0.137
'MAFFT_b0#0051_ttT_tree_57_OP_1.8145645468714477_Split_51.fasta', 32125.0, 0.067, 28650, 0.06, 5418, 0.011, 100371, 0.208, 165153.0, 0.343, -3230, -0.007, 79229.5, 0.165
'MAFFT_b0#0051_ttT_tree_93_OP_2.2336854992597184_Split_51.fasta', 32712.0, 0.069, 27342, 0.058, 5220, 0.011, 101813, 0.215, 168149.0, 0.355, -3405, -0.007, 82517.5, 0.174
'MAFFT_b0#0053_hhH_tree_5_OP_1.3773636194735985_Split_53.fasta', 33143.0, 0.067, 27056, 0.055, 6225, 0.013, 101523, 0.207, 169319.0, 0.345, -2263, -0.005, 78944.5, 0.161
'MAFFT_b0#0053_hhH_tree_60_OP_2.2485867324412547_Split_53.fasta', 31938.0, 0.068, 29063, 0.062, 5019, 0.011, 99919, 0.213, 163395.0, 0.348, -5994, -0.013, 77327.5, 0.165
'MAFFT_b0#0053_hhT_tree_60_OP_2.2485867324412547_Split_53.fasta', 31938.0, 0.068, 29063, 0.062, 5019, 0.011, 99919, 0.213, 163395.0, 0.348, -5994, -0.013, 77327.5, 0.165
'MAFFT_b0#0053_htH_tree_5_OP_1.3773636194735985_Split_53.fasta', 33073.0, 0.067, 27258, 0.055, 5768, 0.012, 101259, 0.206, 168872.0, 0.343, -2283, -0.005, 81351.5, 0.165
'MAFFT_b0#0053_htT_tree_5_OP_1.3773636194735985_Split_53.fasta', 33073.0, 0.067, 27258, 0.055, 5768, 0.012, 101259, 0.206, 168872.0, 0.343, -2283, -0.005, 81351.5, 0.165
'MAFFT_b0#0053_thH_tree_60_OP_2.2485867324412547_Split_53.fasta', 31938.0, 0.068, 29063, 0.062, 5019, 0.011, 99919, 0.213, 163395.0, 0.348, -5994, -0.013, 77327.5, 0.165
'MAFFT_b0#0053_thT_tree_5_OP_1.3773636194735985_Split_53.fasta', 33111.0, 0.067, 27088, 0.055, 6218, 0.013, 101523, 0.207, 169255.0, 0.345, -2278, -0.005, 78907.5, 0.161
'MAFFT_b0#0053_ttH_tree_60_OP_2.2485867324412547_Split_53.fasta', 32009.0, 0.068, 28985, 0.062, 5023, 0.011, 99933, 0.213, 163608.0, 0.349, -5835, -0.012, 77668.5, 0.166
'MAFFT_b0#0054_hhH_tree_35_OP_2.3157753293540146_Split_54.fasta', 30965.0, 0.063, 33171, 0.067, 4621, 0.009, 93649, 0.19, 158809.0, 0.322, -10968, -0.022, 73290.5, 0.148
'MAFFT_b0#0054_htH_tree_35_OP_2.3157753293540146_Split_54.fasta', 30966.0, 0.063, 33123, 0.067, 4624, 0.009, 93743, 0.19, 158876.0, 0.322, -10958, -0.022, 73302.5, 0.148
'MAFFT_b0#0054_thH_tree_35_OP_2.3157753293540146_Split_54.fasta', 30965.0, 0.063, 33171, 0.067, 4621, 0.009, 93649, 0.19, 158809.0, 0.322, -10968, -0.022, 73290.5, 0.148
'MAFFT_b0#0054_ttT_tree_35_OP_2.3157753293540146_Split_54.fasta', 30966.0, 0.063, 33123, 0.067, 4624, 0.009, 93743, 0.19, 158876.0, 0.322, -10958, -0.022, 73302.5, 0.148
'MAFFT_b0#0057_htH_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28121, 0.056, 6496, 0.013, 103539, 0.208, 160266.0, 0.321, -2427, -0.005, 67093.5, 0.135
'MAFFT_b0#0057_htT_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28121, 0.056, 6496, 0.013, 103539, 0.208, 160266.0, 0.321, -2427, -0.005, 67093.5, 0.135
'MAFFT_b0#0057_thT_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28123, 0.056, 6499, 0.013, 103535, 0.208, 160266.0, 0.321, -2287, -0.005, 67217.5, 0.135
'MAFFT_b0#0057_ttT_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28121, 0.056, 6496, 0.013, 103539, 0.208, 160266.0, 0.321, -2427, -0.005, 67093.5, 0.135
'MAFFT_b0#0058_hhH_tree_13_OP_1.7913990869854772_Split_58.fasta', 31077.0, 0.065, 29670, 0.062, 5515, 0.012, 100427, 0.211, 157487.0, 0.331, -4592, -0.01, 69591.5, 0.146
'MAFFT_b0#0058_htH_tree_11_OP_1.3146381684889776_Split_58.fasta', 32535.0, 0.067, 27942, 0.058, 5846, 0.012, 100967, 0.209, 167790.0, 0.348, -2370, -0.005, 79860.5, 0.165
'MAFFT_b0#0058_htH_tree_13_OP_1.7913990869854772_Split_58.fasta', 31168.0, 0.066, 29442, 0.062, 5555, 0.012, 100701, 0.212, 157719.0, 0.333, -4649, -0.01, 69389.5, 0.146
'MAFFT_b0#0058_htT_tree_11_OP_1.3146381684889776_Split_58.fasta', 32535.0, 0.067, 27942, 0.058, 5846, 0.012, 100967, 0.209, 167790.0, 0.348, -2370, -0.005, 79860.5, 0.165
'MAFFT_b0#0058_thH_tree_13_OP_1.7913990869854772_Split_58.fasta', 31077.0, 0.065, 29670, 0.062, 5515, 0.012, 100427, 0.211, 157487.0, 0.331, -4592, -0.01, 69591.5, 0.146
'MAFFT_b0#0058_ttH_tree_11_OP_1.3146381684889776_Split_58.fasta', 32515.0, 0.067, 28095, 0.058, 5497, 0.011, 100701, 0.208, 167787.0, 0.347, -2176, -0.004, 82278.5, 0.17
'MAFFT_b0#0058_ttT_tree_11_OP_1.3146381684889776_Split_58.fasta', 32515.0, 0.067, 28095, 0.058, 5497, 0.011, 100701, 0.208, 167787.0, 0.347, -2176, -0.004, 82278.5, 0.17
'MAFFT_b0#0058_ttT_tree_13_OP_1.7913990869854772_Split_58.fasta', 31168.0, 0.066, 29442, 0.062, 5555, 0.012, 100701, 0.212, 157719.0, 0.333, -4649, -0.01, 69389.5, 0.146
'MAFFT_b0#0060_hhT_tree_32_OP_1.498379977124041_Split_60.fasta', 32613.0, 0.062, 29102, 0.056, 5142, 0.01, 98491, 0.189, 166617.0, 0.319, -2940, -0.006, 83579.5, 0.16
'MAFFT_b0#0060_htH_tree_32_OP_1.498379977124041_Split_60.fasta', 32620.0, 0.063, 29021, 0.056, 5215, 0.01, 98639, 0.189, 166655.0, 0.319, -3026, -0.006, 83019.5, 0.159
'MAFFT_b0#0060_htT_tree_32_OP_1.498379977124041_Split_60.fasta', 32620.0, 0.063, 29021, 0.056, 5215, 0.01, 98639, 0.189, 166655.0, 0.319, -3026, -0.006, 83019.5, 0.159
'MAFFT_b0#0060_ttH_tree_32_OP_1.498379977124041_Split_60.fasta', 32620.0, 0.063, 29021, 0.056, 5215, 0.01, 98639, 0.189, 166655.0, 0.319, -3026, -0.006, 83019.5, 0.159
'MAFFT_b0#0061_hhH_tree_87_OP_1.1834961203615137_Split_61.fasta', 32522.0, 0.064, 26810, 0.053, 6780, 0.013, 103257, 0.203, 167146.0, 0.328, -1422, -0.003, 73415.5, 0.144
'MAFFT_b0#0061_hhH_tree_88_OP_2.9570433978664177_Split_61.fasta', 32143.0, 0.069, 28252, 0.06, 4659, 0.01, 101131, 0.216, 164396.0, 0.351, -4557, -0.01, 81319.5, 0.174
'MAFFT_b0#0061_hhH_tree_97_OP_2.1094152983091004_Split_61.fasta', 32490.0, 0.068, 28176, 0.059, 5399, 0.011, 100589, 0.21, 166740.0, 0.348, -3122, -0.007, 80929.5, 0.169
'MAFFT_b0#0061_hhT_tree_18_OP_1.3304542342131214_Split_61.fasta', 29941.0, 0.059, 28307, 0.055, 6417, 0.013, 105425, 0.206, 154242.0, 0.302, -3805, -0.007, 59222.5, 0.116
'MAFFT_b0#0061_hhT_tree_30_OP_2.908145211858187_Split_61.fasta', 32647.0, 0.07, 29649, 0.063, 4570, 0.01, 97329, 0.208, 167288.0, 0.357, -6971, -0.015, 84232.5, 0.18
'MAFFT_b0#0061_htH_tree_18_OP_1.3304542342131214_Split_61.fasta', 29639.0, 0.058, 28497, 0.055, 6282, 0.012, 105649, 0.205, 152726.0, 0.297, -2579, -0.005, 59630.5, 0.116
'MAFFT_b0#0061_htH_tree_30_OP_2.908145211858187_Split_61.fasta', 32621.0, 0.07, 29585, 0.063, 4654, 0.01, 97509, 0.208, 167116.0, 0.357, -7033, -0.015, 83404.5, 0.178
'MAFFT_b0#0061_htH_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4876, 0.009, 104187, 0.192, 163663.0, 0.302, -3223, -0.006, 79090.5, 0.146
'MAFFT_b0#0061_htH_tree_88_OP_2.9570433978664177_Split_61.fasta', 32260.0, 0.069, 28229, 0.06, 4574, 0.01, 100943, 0.216, 164855.0, 0.352, -4273, -0.009, 82666.5, 0.177
'MAFFT_b0#0061_htT_tree_87_OP_1.1834961203615137_Split_61.fasta', 32447.0, 0.064, 27068, 0.053, 6934, 0.014, 102891, 0.203, 167044.0, 0.329, -436, -0.001, 73558.5, 0.145
'MAFFT_b0#0061_htT_tree_97_OP_2.1094152983091004_Split_61.fasta', 32348.0, 0.069, 28494, 0.061, 5214, 0.011, 100237, 0.214, 165885.0, 0.354, -3822, -0.008, 80660.5, 0.172
'MAFFT_b0#0061_thH_tree_18_OP_1.3304542342131214_Split_61.fasta', 29941.0, 0.059, 28307, 0.055, 6417, 0.013, 105425, 0.206, 154242.0, 0.302, -3805, -0.007, 59222.5, 0.116
'MAFFT_b0#0061_thH_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4877, 0.009, 104187, 0.192, 163663.0, 0.302, -3223, -0.006, 79084.5, 0.146
'MAFFT_b0#0061_thT_tree_30_OP_2.908145211858187_Split_61.fasta', 32647.0, 0.07, 29649, 0.063, 4570, 0.01, 97329, 0.208, 167288.0, 0.357, -6971, -0.015, 84232.5, 0.18
'MAFFT_b0#0061_thT_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4877, 0.009, 104187, 0.192, 163663.0, 0.302, -3223, -0.006, 79084.5, 0.146
'MAFFT_b0#0061_thT_tree_87_OP_1.1834961203615137_Split_61.fasta', 32522.0, 0.064, 26810, 0.053, 6780, 0.013, 103257, 0.203, 167146.0, 0.328, -1422, -0.003, 73415.5, 0.144
'MAFFT_b0#0061_thT_tree_88_OP_2.9570433978664177_Split_61.fasta', 32143.0, 0.069, 28252, 0.06, 4659, 0.01, 101131, 0.216, 164396.0, 0.351, -4557, -0.01, 81319.5, 0.174
'MAFFT_b0#0061_thT_tree_97_OP_2.1094152983091004_Split_61.fasta', 32490.0, 0.068, 28176, 0.059, 5399, 0.011, 100589, 0.21, 166740.0, 0.348, -3122, -0.007, 80929.5, 0.169
'MAFFT_b0#0061_ttT_tree_18_OP_1.3304542342131214_Split_61.fasta', 29639.0, 0.058, 28497, 0.055, 6282, 0.012, 105649, 0.205, 152726.0, 0.297, -2579, -0.005, 59630.5, 0.116
'MAFFT_b0#0061_ttT_tree_30_OP_2.908145211858187_Split_61.fasta', 32621.0, 0.07, 29585, 0.063, 4654, 0.01, 97509, 0.208, 167116.0, 0.357, -7033, -0.015, 83404.5, 0.178
'MAFFT_b0#0061_ttT_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4876, 0.009, 104187, 0.192, 163663.0, 0.302, -3223, -0.006, 79090.5, 0.146
'MAFFT_b0#0061_ttT_tree_87_OP_1.1834961203615137_Split_61.fasta', 32447.0, 0.064, 27068, 0.053, 6934, 0.014, 102891, 0.203, 167044.0, 0.329, -436, -0.001, 73558.5, 0.145
'MAFFT_b0#0061_ttT_tree_88_OP_2.9570433978664177_Split_61.fasta', 32260.0, 0.069, 28229, 0.06, 4574, 0.01, 100943, 0.216, 164855.0, 0.352, -4273, -0.009, 82666.5, 0.177
'MAFFT_b0#0061_ttT_tree_97_OP_2.1094152983091004_Split_61.fasta', 32348.0, 0.069, 28494, 0.061, 5214, 0.011, 100237, 0.214, 165885.0, 0.354, -3822, -0.008, 80660.5, 0.172
'MAFFT_b0#0063_hhH_tree_37_OP_2.065965428692473_Split_63.fasta', 32736.0, 0.071, 27913, 0.06, 5009, 0.011, 100623, 0.217, 168160.0, 0.362, -3803, -0.008, 83991.5, 0.181
'MAFFT_b0#0063_hhT_tree_89_OP_2.6540913216611166_Split_63.fasta', 31361.0, 0.064, 28406, 0.058, 5039, 0.01, 102387, 0.209, 160713.0, 0.329, -5700, -0.012, 73585.5, 0.151
'MAFFT_b0#0063_htH_tree_37_OP_2.065965428692473_Split_63.fasta', 32551.0, 0.072, 28377, 0.063, 4963, 0.011, 100065, 0.221, 167099.0, 0.37, -4015, -0.009, 83273.5, 0.184
'MAFFT_b0#0063_htH_tree_89_OP_2.6540913216611166_Split_63.fasta', 31331.0, 0.065, 28610, 0.06, 4973, 0.01, 102039, 0.213, 160288.0, 0.335, -5099, -0.011, 74331.5, 0.155
'MAFFT_b0#0063_thH_tree_37_OP_2.065965428692473_Split_63.fasta', 32736.0, 0.071, 27913, 0.06, 5009, 0.011, 100623, 0.217, 168160.0, 0.362, -3803, -0.008, 83991.5, 0.181
'MAFFT_b0#0063_thT_tree_89_OP_2.6540913216611166_Split_63.fasta', 31363.0, 0.064, 28404, 0.058, 5039, 0.01, 102387, 0.209, 160719.0, 0.329, -5699, -0.012, 73592.5, 0.151
'MAFFT_b0#0063_ttH_tree_37_OP_2.065965428692473_Split_63.fasta', 32551.0, 0.072, 28377, 0.063, 4963, 0.011, 100065, 0.221, 167099.0, 0.37, -4015, -0.009, 83273.5, 0.184
'MAFFT_b0#0063_ttH_tree_89_OP_2.6540913216611166_Split_63.fasta', 31334.0, 0.065, 28607, 0.06, 4973, 0.01, 102039, 0.213, 160297.0, 0.335, -5098, -0.011, 74341.5, 0.155
'MAFFT_b0#0065_htH_tree_26_OP_2.2970226808572787_Split_65.fasta', 32517.0, 0.067, 27970, 0.058, 4973, 0.01, 100947, 0.209, 166257.0, 0.344, -5551, -0.011, 80394.5, 0.166
'MAFFT_b0#0065_htT_tree_55_OP_1.534121132575311_Split_65.fasta', 30256.0, 0.054, 27943, 0.05, 6187, 0.011, 105523, 0.19, 155568.0, 0.28, -2029, -0.004, 63655.5, 0.114
'MAFFT_b0#0065_thH_tree_26_OP_2.2970226808572787_Split_65.fasta', 32443.0, 0.067, 27922, 0.058, 5098, 0.011, 101191, 0.21, 165959.0, 0.344, -5610, -0.012, 79165.5, 0.164
'MAFFT_b0#0065_thH_tree_55_OP_1.534121132575311_Split_65.fasta', 30160.0, 0.054, 28162, 0.051, 6057, 0.011, 105277, 0.189, 154703.0, 0.278, -2286, -0.004, 63436.5, 0.114
'MAFFT_b0#0065_thT_tree_55_OP_1.534121132575311_Split_65.fasta', 30160.0, 0.054, 28162, 0.051, 6057, 0.011, 105277, 0.189, 154703.0, 0.278, -2286, -0.004, 63436.5, 0.114
'MAFFT_b0#0065_ttH_tree_26_OP_2.2970226808572787_Split_65.fasta', 32517.0, 0.067, 27968, 0.058, 4976, 0.01, 100951, 0.208, 166257.0, 0.343, -5553, -0.011, 80372.5, 0.166
'MAFFT_b0#0065_ttT_tree_26_OP_2.2970226808572787_Split_65.fasta', 32517.0, 0.067, 27968, 0.058, 4976, 0.01, 100951, 0.208, 166257.0, 0.343, -5553, -0.011, 80372.5, 0.166
'MAFFT_b0#0065_ttT_tree_55_OP_1.534121132575311_Split_65.fasta', 30256.0, 0.054, 27943, 0.05, 6187, 0.011, 105523, 0.19, 155568.0, 0.28, -2029, -0.004, 63655.5, 0.114
'MAFFT_b0#0066_hhH_tree_77_OP_1.3827668594678542_Split_66.fasta', 31087.0, 0.064, 31034, 0.064, 6235, 0.013, 97679, 0.201, 159352.0, 0.328, -2085, -0.004, 71017.5, 0.146
'MAFFT_b0#0066_hhT_tree_99_OP_1.9136688454364907_Split_66.fasta', 31798.0, 0.066, 28233, 0.058, 5247, 0.011, 101859, 0.21, 163918.0, 0.338, -3541, -0.007, 77965.5, 0.161
'MAFFT_b0#0066_htT_tree_99_OP_1.9136688454364907_Split_66.fasta', 31776.0, 0.066, 28246, 0.058, 5284, 0.011, 101877, 0.21, 163780.0, 0.338, -3629, -0.007, 77508.5, 0.16
'MAFFT_b0#0066_thH_tree_77_OP_1.3827668594678542_Split_66.fasta', 31087.0, 0.064, 31034, 0.064, 6235, 0.013, 97679, 0.201, 159352.0, 0.328, -2085, -0.004, 71017.5, 0.146
'MAFFT_b0#0066_thH_tree_99_OP_1.9136688454364907_Split_66.fasta', 31798.0, 0.066, 28233, 0.058, 5246, 0.011, 101859, 0.21, 163918.0, 0.338, -3541, -0.007, 77971.5, 0.161
'MAFFT_b0#0066_thT_tree_99_OP_1.9136688454364907_Split_66.fasta', 31798.0, 0.066, 28233, 0.058, 5246, 0.011, 101859, 0.21, 163918.0, 0.338, -3541, -0.007, 77971.5, 0.161
'MAFFT_b0#0066_ttH_tree_77_OP_1.3827668594678542_Split_66.fasta', 31228.0, 0.064, 30812, 0.063, 6311, 0.013, 97841, 0.201, 160073.0, 0.328, -2066, -0.004, 71220.5, 0.146
'MAFFT_b0#0066_ttT_tree_77_OP_1.3827668594678542_Split_66.fasta', 31228.0, 0.064, 30812, 0.063, 6311, 0.013, 97841, 0.201, 160073.0, 0.328, -2066, -0.004, 71220.5, 0.146
'MAFFT_b0#0067_hhT_tree_4_OP_1.1542677766261527_Split_67.fasta', 30741.0, 0.06, 28666, 0.056, 7758, 0.015, 103107, 0.2, 158166.0, 0.307, -1744, -0.003, 58320.5, 0.113
'MAFFT_b0#0067_htH_tree_4_OP_1.1542677766261527_Split_67.fasta', 31530.0, 0.062, 28513, 0.056, 7091, 0.014, 101835, 0.201, 161735.0, 0.32, -2650, -0.005, 65621.5, 0.13
'MAFFT_b0#0067_htH_tree_76_OP_1.9781210467371317_Split_67.fasta', 32587.0, 0.069, 27968, 0.059, 5023, 0.011, 100811, 0.212, 166135.0, 0.35, -3749, -0.008, 81842.5, 0.172
'MAFFT_b0#0067_thH_tree_76_OP_1.9781210467371317_Split_67.fasta', 32584.0, 0.069, 27561, 0.058, 5342, 0.011, 101631, 0.215, 166156.0, 0.351, -3907, -0.008, 79381.5, 0.168
'MAFFT_b0#0067_thT_tree_4_OP_1.1542677766261527_Split_67.fasta', 30741.0, 0.06, 28666, 0.056, 7758, 0.015, 103107, 0.2, 158166.0, 0.307, -1744, -0.003, 58320.5, 0.113
'MAFFT_b0#0067_ttH_tree_76_OP_1.9781210467371317_Split_67.fasta', 32587.0, 0.069, 27968, 0.059, 5023, 0.011, 100811, 0.212, 166135.0, 0.35, -3749, -0.008, 81842.5, 0.172
'MAFFT_b0#0067_ttT_tree_4_OP_1.1542677766261527_Split_67.fasta', 31530.0, 0.062, 28513, 0.056, 7091, 0.014, 101835, 0.201, 161735.0, 0.32, -2650, -0.005, 65621.5, 0.13
'MAFFT_b0#0067_ttT_tree_76_OP_1.9781210467371317_Split_67.fasta', 32587.0, 0.069, 27968, 0.059, 5023, 0.011, 100811, 0.212, 166135.0, 0.35, -3749, -0.008, 81842.5, 0.172
'MAFFT_b0#0069_htH_tree_20_OP_2.4221981553992458_Split_69.fasta', 29545.0, 0.058, 30339, 0.06, 5095, 0.01, 102153, 0.201, 152667.0, 0.301, -8249, -0.016, 62771.5, 0.124
'MAFFT_b0#0069_htH_tree_73_OP_2.973262473304242_Split_69.fasta', 32164.0, 0.068, 28684, 0.061, 4698, 0.01, 100225, 0.211, 164289.0, 0.347, -5410, -0.011, 80578.5, 0.17
'MAFFT_b0#0069_htT_tree_20_OP_2.4221981553992458_Split_69.fasta', 29545.0, 0.058, 30339, 0.06, 5095, 0.01, 102153, 0.201, 152667.0, 0.301, -8249, -0.016, 62771.5, 0.124
'MAFFT_b0#0069_htT_tree_73_OP_2.973262473304242_Split_69.fasta', 32164.0, 0.068, 28684, 0.061, 4698, 0.01, 100225, 0.211, 164289.0, 0.347, -5410, -0.011, 80578.5, 0.17
'MAFFT_b0#0069_thH_tree_20_OP_2.4221981553992458_Split_69.fasta', 29574.0, 0.058, 30346, 0.06, 5027, 0.01, 102081, 0.201, 152723.0, 0.301, -8250, -0.016, 63270.5, 0.125
'MAFFT_b0#0069_thH_tree_73_OP_2.973262473304242_Split_69.fasta', 32110.0, 0.068, 28886, 0.061, 4685, 0.01, 99929, 0.211, 164123.0, 0.346, -5470, -0.012, 80578.5, 0.17
'MAFFT_b0#0069_thT_tree_20_OP_2.4221981553992458_Split_69.fasta', 29574.0, 0.058, 30346, 0.06, 5027, 0.01, 102081, 0.201, 152723.0, 0.301, -8250, -0.016, 63270.5, 0.125
'MAFFT_b0#0069_ttH_tree_73_OP_2.973262473304242_Split_69.fasta', 32164.0, 0.068, 28684, 0.061, 4698, 0.01, 100225, 0.211, 164289.0, 0.347, -5410, -0.011, 80578.5, 0.17
'MAFFT_b0#0070_hhH_tree_86_OP_1.7393056698625855_Split_70.fasta', 31782.0, 0.063, 27059, 0.054, 5250, 0.01, 104239, 0.207, 162500.0, 0.323, -3533, -0.007, 75347.5, 0.15
'MAFFT_b0#0070_hhT_tree_17_OP_1.818409912056766_Split_70.fasta', 31256.0, 0.062, 27966, 0.056, 5194, 0.01, 103477, 0.207, 160480.0, 0.32, -3427, -0.007, 74150.5, 0.148
'MAFFT_b0#0070_htH_tree_86_OP_1.7393056698625855_Split_70.fasta', 31671.0, 0.064, 27447, 0.056, 5253, 0.011, 103685, 0.21, 161745.0, 0.328, -3593, -0.007, 74791.5, 0.151
'MAFFT_b0#0070_thH_tree_17_OP_1.818409912056766_Split_70.fasta', 31330.0, 0.063, 27964, 0.056, 5194, 0.01, 103333, 0.206, 160776.0, 0.321, -3423, -0.007, 74522.5, 0.149
'MAFFT_b0#0070_thH_tree_86_OP_1.7393056698625855_Split_70.fasta', 31782.0, 0.063, 27059, 0.054, 5250, 0.01, 104239, 0.207, 162500.0, 0.323, -3533, -0.007, 75347.5, 0.15
'MAFFT_b0#0070_ttH_tree_17_OP_1.818409912056766_Split_70.fasta', 31330.0, 0.063, 27964, 0.056, 5193, 0.01, 103333, 0.206, 160776.0, 0.321, -3423, -0.007, 74528.5, 0.149
'MAFFT_b0#0070_ttT_tree_17_OP_1.818409912056766_Split_70.fasta', 31330.0, 0.063, 27964, 0.056, 5193, 0.01, 103333, 0.206, 160776.0, 0.321, -3423, -0.007, 74528.5, 0.149
'MAFFT_b0#0070_ttT_tree_86_OP_1.7393056698625855_Split_70.fasta', 31671.0, 0.064, 27447, 0.056, 5253, 0.011, 103685, 0.21, 161745.0, 0.328, -3593, -0.007, 74791.5, 0.151
'MAFFT_b0#0071_thH_tree_83_OP_1.1196527601502904_Split_71.fasta', 33767.0, 0.068, 26746, 0.054, 6104, 0.012, 100895, 0.204, 173168.0, 0.351, -887, -0.002, 85209.5, 0.173
'MAFFT_b0#0071_thT_tree_83_OP_1.1196527601502904_Split_71.fasta', 33767.0, 0.068, 26746, 0.054, 6104, 0.012, 100895, 0.204, 173168.0, 0.351, -887, -0.002, 85209.5, 0.173
'MAFFT_b0#0071_ttH_tree_83_OP_1.1196527601502904_Split_71.fasta', 33643.0, 0.068, 26973, 0.055, 6212, 0.013, 100689, 0.204, 172476.0, 0.35, -558, -0.001, 84301.5, 0.171
'MAFFT_b0#0071_ttT_tree_83_OP_1.1196527601502904_Split_71.fasta', 33643.0, 0.068, 26973, 0.055, 6212, 0.013, 100689, 0.204, 172476.0, 0.35, -558, -0.001, 84301.5, 0.171
'MAFFT_b0#0072_hhH_tree_16_OP_1.904493049197901_Split_72.fasta', 31686.0, 0.062, 28428, 0.055, 5481, 0.011, 101693, 0.198, 160160.0, 0.311, -5364, -0.01, 71063.5, 0.138
'MAFFT_b0#0072_hhH_tree_2_OP_2.0780663887168265_Split_72.fasta', 31741.0, 0.06, 30120, 0.057, 5244, 0.01, 98199, 0.186, 162819.0, 0.308, -5240, -0.01, 77015.5, 0.146
'MAFFT_b0#0072_htH_tree_2_OP_2.0780663887168265_Split_72.fasta', 31578.0, 0.059, 29466, 0.055, 5540, 0.01, 99833, 0.185, 162406.0, 0.301, -4485, -0.008, 74764.5, 0.139
'MAFFT_b0#0072_htT_tree_16_OP_1.904493049197901_Split_72.fasta', 31603.0, 0.061, 28391, 0.055, 5733, 0.011, 101933, 0.198, 159908.0, 0.311, -5342, -0.01, 69201.5, 0.135
'MAFFT_b0#0072_htT_tree_2_OP_2.0780663887168265_Split_72.fasta', 31578.0, 0.059, 29466, 0.055, 5540, 0.01, 99833, 0.185, 162406.0, 0.301, -4485, -0.008, 74764.5, 0.139
'MAFFT_b0#0072_thH_tree_2_OP_2.0780663887168265_Split_72.fasta', 31741.0, 0.06, 30120, 0.057, 5244, 0.01, 98199, 0.186, 162819.0, 0.308, -5240, -0.01, 77015.5, 0.146
'MAFFT_b0#0072_ttH_tree_16_OP_1.904493049197901_Split_72.fasta', 31603.0, 0.061, 28391, 0.055, 5733, 0.011, 101933, 0.198, 159908.0, 0.311, -5342, -0.01, 69201.5, 0.135
'MAFFT_b0#0072_ttT_tree_16_OP_1.904493049197901_Split_72.fasta', 31603.0, 0.061, 28391, 0.055, 5733, 0.011, 101933, 0.198, 159908.0, 0.311, -5342, -0.01, 69201.5, 0.135
