code,taxa_num,msa_length,ssp_from_true,dseq_from_true,dpos_from_true,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len,k_mer_max_K5,k_mer_average_K5,k_mer_95_pct_K5,k_mer_90_pct_K5,kmer_sum_of_top_10_K5,k_mer_max_K10,k_mer_average_K10,k_mer_95_pct_K10,k_mer_90_pct_K10,kmer_sum_of_top_10_K10,k_mer_max_K20,k_mer_average_K20,k_mer_95_pct_K20,k_mer_90_pct_K20,kmer_sum_of_top_10_K20,bl_sum,bl_mean,bl_25_pct,bl_75_pct,bl_max,bl_min,parsimony_mean,parsimony_sum,parsimony_max,parsimony_min,parsimony_25_pct,parsimony_75_pct,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.5,sp_norm_BLOSUM62_GO_-10_GE_-0.5,sp_BLOSUM62_GO_-6_GE_-0.5,sp_norm_BLOSUM62_GO_-6_GE_-0.5,sp_BLOSUM62_GO_-10_GE_-1,sp_norm_BLOSUM62_GO_-10_GE_-1,sp_BLOSUM62_GO_-6_GE_-1,sp_norm_BLOSUM62_GO_-6_GE_-1,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2,sp_BLOSUM62_GO_-6_GE_-0.2,sp_norm_BLOSUM62_GO_-6_GE_-0.2,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.5,sp_norm_PAM250_GO_-10_GE_-0.5,sp_PAM250_GO_-6_GE_-0.5,sp_norm_PAM250_GO_-6_GE_-0.5,sp_PAM250_GO_-10_GE_-1,sp_norm_PAM250_GO_-10_GE_-1,sp_PAM250_GO_-6_GE_-1,sp_norm_PAM250_GO_-6_GE_-1,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2,sp_PAM250_GO_-6_GE_-0.2,sp_norm_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.2,
MAFFT_b1#0014_htT_tree_44_OP_2.639288724484837_Split_14.fasta,50,369,0.000,0.100,0.000,0.453,289,0.553,0.000,0.950,204.200,2.606,6.260,44.476,0.200,0.080,0.040,5.940,55,1.100,79.782,0,0,2,1,2,0,51,3,0,0,0,0,0,0,0,63,39,5,280,2,12709,4.981,3,2,13039,11397,3.392,2,1,11689,8975,2.343,2,1,9254,5.828,0.060,0.019,0.058,0.785,0.002,5.805,2142.000,34.000,1.000,1.000,9.000,32236,0.071,28594,0.063,4758,0.011,100261,0.222,174626.000,0.386,-16693.000,-0.037,60222.500,0.133,79254.500,0.175,10092.000,0.022,29124.000,0.064,90300.800,0.200,109332.800,0.242,164938.000,0.365,-5013.000,-0.011,62214.500,0.138,81246.500,0.180,12084.000,0.027,31116.000,0.069,92292.800,0.204,111324.800,0.246,18.801,25.463,14.968,18.924,29.029,36.463,24.269,29.916,-12.051,-7.651,-12.216,-16.655,-1.822,3.349,-2.915,-5.662,37.311,45.331,31.278,40.271,47.540,56.332,40.579,51.263,20.474,27.369,16.135,20.389,30.702,38.370,25.436,31.381,-10.378,-5.745,-11.049,-15.190,-0.149,5.256,-1.748,-4.197,38.984,47.237,32.445,41.736,49.213,58.238,41.746,52.729,
MAFFT_b1#0014_htT_tree_67_OP_1.9260663748429023_Split_14.fasta,50,388,0.000,0.114,0.000,0.487,302,0.514,0.000,0.831,199.327,2.606,8.700,34.186,1.280,0.140,0.020,7.260,58,1.160,71.293,1,0,2,1,1,0,54,9,0,0,0,0,0,0,0,78,10,21,280,2,13338,5.153,3,2,13709,11766,3.343,2,1,12112,9187,2.259,2,1,9426,5.429,0.056,0.018,0.060,0.677,0.002,5.461,2119.000,35.000,1.000,1.000,8.000,32055,0.067,28610,0.060,5244,0.011,100591,0.212,173704.000,0.365,-15768.000,-0.033,55200.500,0.116,76176.500,0.160,4905.000,0.010,25881.000,0.054,85377.800,0.180,106353.800,0.224,163854.000,0.345,-4352.000,-0.009,56766.500,0.119,77742.500,0.164,6471.000,0.014,27447.000,0.058,86943.800,0.183,107919.800,0.227,16.817,22.907,14.621,18.533,28.284,35.429,24.670,31.087,-13.728,-10.044,-12.134,-16.398,-2.262,2.478,-2.085,-3.844,35.145,42.678,30.674,39.491,46.611,55.200,40.723,52.046,18.319,24.689,15.720,20.082,29.786,37.211,25.768,32.636,-12.226,-8.262,-11.035,-14.849,-0.760,4.260,-0.987,-2.295,36.647,44.460,31.773,41.041,48.113,56.982,41.821,53.595,
MAFFT_b1#0016_hhH_tree_33_OP_2.3139125348148384_Split_16.fasta,50,383,0.000,0.144,0.000,0.475,300,0.539,0.000,0.868,206.502,2.594,8.000,36.553,0.320,0.080,0.620,6.980,55,1.100,80.145,0,0,2,1,1,0,52,5,0,0,0,0,0,0,0,72,13,16,280,2,13108,5.180,4,2,13461,11593,3.360,2,1,11908,8991,2.247,2,1,9222,5.627,0.058,0.017,0.058,0.660,0.003,5.582,2138.000,31.000,1.000,1.000,9.000,31019,0.066,29337,0.063,5416,0.012,101209,0.216,168524.000,0.359,-17364.000,-0.037,46395.500,0.099,68059.500,0.145,-4209.000,-0.009,17455.000,0.037,76758.200,0.164,98422.200,0.210,159473.000,0.340,-6292.000,-0.013,48416.500,0.103,70080.500,0.149,-2188.000,-0.005,19476.000,0.042,78779.200,0.168,100443.200,0.214,12.512,18.668,12.056,13.527,23.919,30.905,22.253,25.546,-18.133,-14.206,-14.697,-21.076,-6.726,-1.968,-4.500,-9.057,30.899,38.392,28.108,34.288,42.306,50.629,38.305,46.307,14.400,20.859,13.510,15.230,25.808,33.096,23.707,27.249,-16.244,-12.015,-13.243,-19.373,-4.837,0.223,-3.046,-7.354,32.787,40.583,29.562,35.992,44.195,52.821,39.759,48.011,
MAFFT_b1#0016_hhT_tree_33_OP_2.3139125348148384_Split_16.fasta,50,383,0.000,0.144,0.000,0.475,300,0.539,0.000,0.868,206.502,2.594,8.000,36.553,0.320,0.080,0.620,6.980,55,1.100,80.145,0,0,2,1,1,0,52,5,0,0,0,0,0,0,0,72,13,16,280,2,13108,5.180,4,2,13461,11593,3.360,2,1,11908,8991,2.247,2,1,9222,5.627,0.058,0.017,0.058,0.660,0.003,5.582,2138.000,31.000,1.000,1.000,9.000,31019,0.066,29337,0.063,5416,0.012,101209,0.216,168524.000,0.359,-17364.000,-0.037,46395.500,0.099,68059.500,0.145,-4209.000,-0.009,17455.000,0.037,76758.200,0.164,98422.200,0.210,159473.000,0.340,-6292.000,-0.013,48416.500,0.103,70080.500,0.149,-2188.000,-0.005,19476.000,0.042,78779.200,0.168,100443.200,0.214,12.512,18.668,12.056,13.527,23.919,30.905,22.253,25.546,-18.133,-14.206,-14.697,-21.076,-6.726,-1.968,-4.500,-9.057,30.899,38.392,28.108,34.288,42.306,50.629,38.305,46.307,14.400,20.859,13.510,15.230,25.808,33.096,23.707,27.249,-16.244,-12.015,-13.243,-19.373,-4.837,0.223,-3.046,-7.354,32.787,40.583,29.562,35.992,44.195,52.821,39.759,48.011,
MAFFT_b1#0016_htH_tree_33_OP_2.3139125348148384_Split_16.fasta,50,383,0.000,0.145,0.000,0.475,300,0.537,0.000,0.860,205.759,2.594,8.060,36.280,0.320,0.080,0.680,6.980,55,1.100,80.145,0,0,2,1,1,0,52,5,0,0,0,0,0,0,0,72,16,20,280,2,13099,5.175,4,2,13463,11584,3.358,2,2,11900,8991,2.248,2,1,9222,5.634,0.058,0.017,0.059,0.658,0.003,5.648,2163.000,33.000,1.000,1.000,9.000,31032,0.066,29320,0.062,5419,0.012,101217,0.216,168648.000,0.359,-17482.000,-0.037,46367.500,0.099,68043.500,0.145,-4241.000,-0.009,17435.000,0.037,76732.600,0.164,98408.600,0.210,159571.000,0.340,-6417.000,-0.014,48355.500,0.103,70031.500,0.149,-2253.000,-0.005,19423.000,0.041,78720.600,0.168,100396.600,0.214,12.743,18.979,13.031,14.423,24.175,31.253,23.439,26.489,-17.898,-13.883,-14.055,-20.287,-6.466,-1.609,-3.647,-8.222,31.128,38.696,29.283,35.249,42.560,50.970,39.690,47.315,14.559,21.069,14.402,16.168,25.991,33.343,24.809,28.234,-16.082,-11.793,-12.685,-18.543,-4.650,0.481,-2.277,-6.477,32.943,40.786,30.653,36.994,44.375,53.060,41.061,49.060,
MAFFT_b1#0016_htT_tree_33_OP_2.3139125348148384_Split_16.fasta,50,383,0.000,0.145,0.000,0.475,300,0.537,0.000,0.860,205.759,2.594,8.060,36.280,0.320,0.080,0.680,6.980,55,1.100,80.145,0,0,2,1,1,0,52,5,0,0,0,0,0,0,0,72,16,20,280,2,13099,5.175,4,2,13463,11584,3.358,2,2,11900,8991,2.248,2,1,9222,5.634,0.058,0.017,0.059,0.658,0.003,5.648,2163.000,33.000,1.000,1.000,9.000,31032,0.066,29320,0.062,5419,0.012,101217,0.216,168648.000,0.359,-17482.000,-0.037,46367.500,0.099,68043.500,0.145,-4241.000,-0.009,17435.000,0.037,76732.600,0.164,98408.600,0.210,159571.000,0.340,-6417.000,-0.014,48355.500,0.103,70031.500,0.149,-2253.000,-0.005,19423.000,0.041,78720.600,0.168,100396.600,0.214,12.743,18.979,13.031,14.423,24.175,31.253,23.439,26.489,-17.898,-13.883,-14.055,-20.287,-6.466,-1.609,-3.647,-8.222,31.128,38.696,29.283,35.249,42.560,50.970,39.690,47.315,14.559,21.069,14.402,16.168,25.991,33.343,24.809,28.234,-16.082,-11.793,-12.685,-18.543,-4.650,0.481,-2.277,-6.477,32.943,40.786,30.653,36.994,44.375,53.060,41.061,49.060,
MAFFT_b1#0017_hhH_tree_45_OP_2.295265953595705_Split_17.fasta,50,425,0.000,0.145,0.000,0.492,342,0.515,0.000,0.937,218.744,2.611,9.020,37.075,0.220,0.740,0.000,8.060,61,1.220,81.066,2,0,2,1,0,0,57,8,0,0,0,0,0,0,0,109,3,47,280,2,15024,5.712,4,2,15395,13216,3.656,2,2,13548,10340,2.396,2,1,10637,4.991,0.051,0.016,0.056,0.513,0.002,5.191,2206.000,34.000,1.000,1.000,7.000,30106,0.058,27105,0.052,5226,0.010,107499,0.206,163930.000,0.315,-13985.000,-0.027,43935.500,0.084,64839.500,0.125,-9814.000,-0.019,11090.000,0.021,76185.200,0.146,97089.200,0.186,156175.000,0.300,-2219.000,-0.004,47946.500,0.092,68850.500,0.132,-5803.000,-0.011,15101.000,0.029,80196.200,0.154,101100.200,0.194,10.346,15.111,6.131,12.625,21.695,27.443,16.512,24.718,-21.390,-19.173,-22.554,-22.302,-10.041,-6.840,-12.174,-10.209,29.388,35.681,23.342,33.581,40.737,48.013,33.723,45.674,11.914,16.588,7.553,13.956,23.263,28.920,17.933,26.050,-19.823,-17.696,-21.133,-20.971,-8.474,-5.363,-10.752,-8.878,30.956,37.158,24.764,34.913,42.305,49.491,35.144,47.006,
MAFFT_b1#0017_hhH_tree_90_OP_2.1610607075340664_Split_17.fasta,50,417,0.000,0.091,0.000,0.573,289,0.438,0.000,0.693,182.606,2.609,8.040,40.600,0.020,0.140,0.000,7.880,55,1.100,88.582,1,0,2,1,0,0,52,9,0,0,0,0,0,0,0,136,34,8,280,2,14730,5.642,4,2,15102,12930,3.616,2,2,13275,10006,2.301,2,1,10267,4.855,0.050,0.017,0.051,0.547,0.003,5.024,2095.000,34.000,1.000,1.000,7.000,32667,0.064,28742,0.056,4923,0.010,99103,0.194,177709.000,0.348,-15527.000,-0.030,63400.500,0.124,83092.500,0.163,13849.000,0.027,33541.000,0.066,93131.400,0.182,112823.400,0.221,168229.000,0.329,-3545.000,-0.007,65902.500,0.129,85594.500,0.168,16351.000,0.032,36043.000,0.071,95633.400,0.187,115325.400,0.226,17.723,23.736,14.741,17.553,28.894,36.094,24.848,29.510,-12.642,-9.040,-11.964,-15.589,-1.471,3.318,-1.858,-3.632,35.942,43.402,30.765,37.438,47.113,55.759,40.871,49.395,19.631,25.946,16.341,19.159,30.802,38.304,26.448,31.115,-10.733,-6.830,-10.364,-13.983,0.438,5.528,-0.258,-2.026,37.850,45.612,32.365,39.043,49.021,57.969,42.471,51.000,
MAFFT_b1#0017_hhT_tree_45_OP_2.295265953595705_Split_17.fasta,50,425,0.000,0.145,0.000,0.492,342,0.515,0.000,0.937,218.744,2.611,9.020,37.075,0.220,0.740,0.000,8.060,61,1.220,81.066,2,0,2,1,0,0,57,8,0,0,0,0,0,0,0,109,3,47,280,2,15024,5.712,4,2,15395,13216,3.656,2,2,13548,10340,2.396,2,1,10637,4.991,0.051,0.016,0.056,0.513,0.002,5.191,2206.000,34.000,1.000,1.000,7.000,30106,0.058,27105,0.052,5226,0.010,107499,0.206,163930.000,0.315,-13985.000,-0.027,43935.500,0.084,64839.500,0.125,-9814.000,-0.019,11090.000,0.021,76185.200,0.146,97089.200,0.186,156175.000,0.300,-2219.000,-0.004,47946.500,0.092,68850.500,0.132,-5803.000,-0.011,15101.000,0.029,80196.200,0.154,101100.200,0.194,10.346,15.111,6.131,12.625,21.695,27.443,16.512,24.718,-21.390,-19.173,-22.554,-22.302,-10.041,-6.840,-12.174,-10.209,29.388,35.681,23.342,33.581,40.737,48.013,33.723,45.674,11.914,16.588,7.553,13.956,23.263,28.920,17.933,26.050,-19.823,-17.696,-21.133,-20.971,-8.474,-5.363,-10.752,-8.878,30.956,37.158,24.764,34.913,42.305,49.491,35.144,47.006,
MAFFT_b1#0017_hhT_tree_90_OP_2.1610607075340664_Split_17.fasta,50,417,0.000,0.091,0.000,0.573,289,0.438,0.000,0.693,182.606,2.609,8.040,40.600,0.020,0.140,0.000,7.880,55,1.100,88.582,1,0,2,1,0,0,52,9,0,0,0,0,0,0,0,136,34,8,280,2,14730,5.642,4,2,15102,12930,3.616,2,2,13275,10006,2.301,2,1,10267,4.855,0.050,0.017,0.051,0.547,0.003,5.024,2095.000,34.000,1.000,1.000,7.000,32667,0.064,28742,0.056,4923,0.010,99103,0.194,177709.000,0.348,-15527.000,-0.030,63400.500,0.124,83092.500,0.163,13849.000,0.027,33541.000,0.066,93131.400,0.182,112823.400,0.221,168229.000,0.329,-3545.000,-0.007,65902.500,0.129,85594.500,0.168,16351.000,0.032,36043.000,0.071,95633.400,0.187,115325.400,0.226,17.723,23.736,14.741,17.553,28.894,36.094,24.848,29.510,-12.642,-9.040,-11.964,-15.589,-1.471,3.318,-1.858,-3.632,35.942,43.402,30.765,37.438,47.113,55.759,40.871,49.395,19.631,25.946,16.341,19.159,30.802,38.304,26.448,31.115,-10.733,-6.830,-10.364,-13.983,0.438,5.528,-0.258,-2.026,37.850,45.612,32.365,39.043,49.021,57.969,42.471,51.000,
MAFFT_b1#0017_htH_tree_45_OP_2.295265953595705_Split_17.fasta,50,423,0.000,0.144,0.000,0.482,342,0.522,0.000,0.950,220.682,2.611,8.340,39.859,0.220,0.080,0.000,8.040,62,1.240,79.839,2,0,2,1,0,0,58,8,0,0,0,0,0,0,0,103,3,8,280,2,14994,5.684,3,2,15378,13193,3.661,2,2,13552,10324,2.418,2,1,10621,5.022,0.052,0.016,0.056,0.521,0.001,5.175,2189.000,33.000,1.000,1.000,7.000,30107,0.058,26890,0.052,5336,0.010,107927,0.208,163972.000,0.316,-14162.000,-0.027,42486.500,0.082,63830.500,0.123,-11477.000,-0.022,9867.000,0.019,74864.600,0.144,96208.600,0.186,156060.000,0.301,-2599.000,-0.005,46137.500,0.089,67481.500,0.130,-7826.000,-0.015,13518.000,0.026,78515.600,0.152,99859.600,0.193,8.966,13.453,5.848,10.853,20.728,26.268,16.567,23.482,-22.991,-21.081,-23.192,-24.509,-11.230,-8.266,-12.473,-11.880,28.141,34.173,23.272,32.070,39.902,46.988,33.991,44.699,10.261,14.611,6.985,11.922,22.023,27.426,17.703,24.551,-21.696,-19.923,-22.055,-23.440,-9.935,-7.108,-11.336,-10.811,29.436,35.331,24.408,33.139,41.197,48.146,35.127,45.769,
MAFFT_b1#0017_htH_tree_90_OP_2.1610607075340664_Split_17.fasta,50,405,0.000,0.095,0.000,0.536,283,0.470,0.000,0.693,190.348,2.609,7.980,39.401,0.020,0.780,0.000,7.180,54,1.080,87.778,1,0,2,1,0,0,51,9,0,0,0,0,0,0,0,124,34,9,280,2,14206,5.457,4,2,14536,12581,3.533,2,2,12879,9826,2.314,2,1,10086,5.062,0.052,0.018,0.053,0.587,0.001,5.220,2114.000,35.000,1.000,1.000,7.000,32560,0.066,28854,0.058,4978,0.010,99093,0.200,177299.000,0.357,-15703.000,-0.032,62269.500,0.126,82181.500,0.166,12723.000,0.026,32635.000,0.066,91997.400,0.185,111909.400,0.226,167899.000,0.338,-3621.000,-0.007,64951.500,0.131,84863.500,0.171,15405.000,0.031,35317.000,0.071,94679.400,0.191,114591.400,0.231,17.287,23.235,14.781,16.733,28.560,35.672,24.938,28.788,-13.095,-9.481,-11.754,-16.650,-1.822,2.956,-1.596,-4.595,35.516,42.864,30.701,36.763,46.789,55.301,40.859,48.818,19.320,25.589,16.239,18.519,30.593,38.027,26.396,30.574,-11.062,-7.126,-10.296,-14.864,0.211,5.311,-0.138,-2.809,37.549,45.219,32.159,38.549,48.822,57.656,42.317,50.604,
MAFFT_b1#0017_htT_tree_45_OP_2.295265953595705_Split_17.fasta,50,423,0.000,0.144,0.000,0.482,342,0.522,0.000,0.950,220.682,2.611,8.340,39.859,0.220,0.080,0.000,8.040,62,1.240,79.839,2,0,2,1,0,0,58,8,0,0,0,0,0,0,0,103,3,8,280,2,14994,5.684,3,2,15378,13193,3.661,2,2,13552,10324,2.418,2,1,10621,5.022,0.052,0.016,0.056,0.521,0.001,5.175,2189.000,33.000,1.000,1.000,7.000,30107,0.058,26890,0.052,5336,0.010,107927,0.208,163972.000,0.316,-14162.000,-0.027,42486.500,0.082,63830.500,0.123,-11477.000,-0.022,9867.000,0.019,74864.600,0.144,96208.600,0.186,156060.000,0.301,-2599.000,-0.005,46137.500,0.089,67481.500,0.130,-7826.000,-0.015,13518.000,0.026,78515.600,0.152,99859.600,0.193,8.966,13.453,5.848,10.853,20.728,26.268,16.567,23.482,-22.991,-21.081,-23.192,-24.509,-11.230,-8.266,-12.473,-11.880,28.141,34.173,23.272,32.070,39.902,46.988,33.991,44.699,10.261,14.611,6.985,11.922,22.023,27.426,17.703,24.551,-21.696,-19.923,-22.055,-23.440,-9.935,-7.108,-11.336,-10.811,29.436,35.331,24.408,33.139,41.197,48.146,35.127,45.769,
MAFFT_b1#0017_htT_tree_90_OP_2.1610607075340664_Split_17.fasta,50,405,0.000,0.095,0.000,0.536,283,0.470,0.000,0.693,190.348,2.609,7.980,39.401,0.020,0.780,0.000,7.180,54,1.080,87.778,1,0,2,1,0,0,51,9,0,0,0,0,0,0,0,124,34,9,280,2,14206,5.457,4,2,14536,12581,3.533,2,2,12879,9826,2.314,2,1,10086,5.062,0.052,0.018,0.053,0.587,0.001,5.220,2114.000,35.000,1.000,1.000,7.000,32560,0.066,28854,0.058,4978,0.010,99093,0.200,177299.000,0.357,-15703.000,-0.032,62269.500,0.126,82181.500,0.166,12723.000,0.026,32635.000,0.066,91997.400,0.185,111909.400,0.226,167899.000,0.338,-3621.000,-0.007,64951.500,0.131,84863.500,0.171,15405.000,0.031,35317.000,0.071,94679.400,0.191,114591.400,0.231,17.287,23.235,14.781,16.733,28.560,35.672,24.938,28.788,-13.095,-9.481,-11.754,-16.650,-1.822,2.956,-1.596,-4.595,35.516,42.864,30.701,36.763,46.789,55.301,40.859,48.818,19.320,25.589,16.239,18.519,30.593,38.027,26.396,30.574,-11.062,-7.126,-10.296,-14.864,0.211,5.311,-0.138,-2.809,37.549,45.219,32.159,38.549,48.822,57.656,42.317,50.604,
MAFFT_b1#0019_hhH_tree_54_OP_1.6636194832224898_Split_19.fasta,50,394,0.000,0.118,0.000,0.477,298,0.517,0.000,0.782,203.651,2.662,9.220,32.909,0.960,0.740,0.020,7.500,68,1.360,74.162,2,1,2,1,1,0,63,6,0,0,0,0,0,0,0,103,13,38,280,2,13546,5.269,4,2,13865,12028,3.345,2,1,12298,9521,2.282,2,1,9714,5.269,0.054,0.018,0.058,0.619,0.001,5.322,2097.000,36.000,1.000,1.000,7.000,31934,0.066,27273,0.057,5835,0.012,103507,0.214,173706.000,0.360,-14448.000,-0.030,49154.500,0.102,72494.500,0.150,-2599.000,-0.005,20741.000,0.043,80206.600,0.166,103546.600,0.215,163363.000,0.338,-2968.000,-0.006,50291.500,0.104,73631.500,0.153,-1462.000,-0.003,21878.000,0.045,81343.600,0.169,104683.600,0.217,13.185,19.296,8.936,13.869,26.293,33.617,20.451,28.004,-18.039,-14.185,-18.573,-20.863,-4.930,0.136,-7.057,-6.727,31.919,39.385,25.441,34.707,45.028,53.706,36.956,48.843,15.020,21.612,10.083,15.825,28.129,35.933,21.598,29.961,-16.204,-11.869,-17.426,-18.907,-3.095,2.452,-5.911,-4.771,33.754,41.701,26.588,36.664,46.863,56.022,38.103,50.799,
MAFFT_b1#0019_hhH_tree_94_OP_2.5553791369687318_Split_19.fasta,50,412,0.000,0.103,0.000,0.507,322,0.501,0.000,0.845,206.242,2.601,8.440,38.083,1.180,0.700,0.020,6.540,53,1.060,97.377,0,0,0,1,1,0,52,5,0,0,0,0,0,0,0,101,2,39,280,2,14631,5.537,3,2,14963,12997,3.686,2,1,13329,10185,2.456,2,1,10476,5.133,0.053,0.016,0.056,0.566,0.003,5.221,2151.000,36.000,1.000,1.000,8.000,31544,0.063,27217,0.054,4846,0.010,104399,0.207,171260.000,0.339,-15674.000,-0.031,54926.500,0.109,74310.500,0.147,2727.000,0.005,22111.000,0.044,86246.200,0.171,105630.200,0.209,161927.000,0.321,-4836.000,-0.010,56431.500,0.112,75815.500,0.150,4232.000,0.008,23616.000,0.047,87751.200,0.174,107135.200,0.212,14.892,20.265,12.265,13.556,25.400,31.692,21.948,24.683,-16.578,-13.728,-17.095,-21.764,-6.070,-2.301,-7.412,-10.637,33.775,40.661,29.881,34.748,44.283,52.088,39.564,45.876,15.704,21.090,13.005,14.165,26.212,32.517,22.688,25.292,-15.767,-12.904,-16.355,-21.156,-5.259,-1.476,-6.672,-10.029,34.586,41.485,30.621,35.357,45.094,52.912,40.304,46.484,
